rank,name,ratings,actual_price
208,"Niyam Silicone Self-Adhesive Door Tape for Seal Window Sealing Tape, Door Weather Seal, Door Seal Strip Bottom Door Seal T...",3.7,5099
209,"INGCO Heat Gun, 2000W Heavy Duty Hot Air Gun Heat Gun with Overload Protection for Crafts, Shrinking PVC, Stripping Paint...",3.9,"50,000"
210,"[ Pack of 1] - 5 ft, Broom with Long Stainless Steel Rod and Extendable Cobweb Cleaner Stick Handle Brush Use in Fan, Ceil...",3.6,5099
211,"Quick Sense(Qs-07): 360` Ceiling-mount PIR Motion sensor Switch with LUX Sensor inbuilt Energy Saving sensor,LUX adjustmen...",3.9,"50,999"
212,THE PAGH Bathroom Cleaning Brush with Wiper 2 in 1 Tiles Cleaning Brush Floor Scrub Bathroom Brush with Long Handle 1203. R...,3.8,5099
213,"Rollyware Stainless Steel 15 in 1 Multipurpose Tool Kit, Portable & Heavy Duty, Light Weight & Durable Emergency Pocket Mu...",3.9,5099
214,One Age [Pack of 30 Pcs] Reusable Tape Sticks Cable Ties Model Straps Wire with Holder Fastening Cable Ties Straps Earbud ...,4.1,5099
215,MHR Silicon Toilet Brush with Wall Hook mounting Sticker Slim Holder Flex Toilet Brush Anti-drip Set Toilet Bowl Cleaner B...,3.8,5099
216,"Amazon Brand - Presto! Floor Wiper, 30 cm wide",3.7,5000
217,"HOKIPO Stainless Steel Over The Door Hanger Hook, Silver (AR1074)",4,5099
218,Uken Vessel Sink White Polished Finish Wash Basin,3.9,"500,000"
219,"ALCIONO Silcion Gloves for Dishwashing, Washing Utensils Silicone Dishwashing, Car Cleaning Gloves, Bathroom and Kitchen w...",3.8,5099
220,"BELOXY Drain Pipe Cleaning Spring Stick, Hair Catching Drain Pipe Cleaning Claw Wire, Sink Cleaning Stick Sewer Sink Tub D...",5,"50,399"
221,ShivExim Stylish Multi Tool 11 Function Multi Utility Swiss Knife,4,5099
222,Paffy Premium Heavy Folding Ladder With Wide Steps - Milano 6 Steps (6.1 Ft Ladder),4,"50,999"
223,"PERMAFROST® Multifunction Hard Bristle Cloth Brush for Laundry | 2 in 1 Kitchen Dish,Bowl,Pot,Cutlery ,Bathroom Tiles Clea...",3.4,5039
224,"Egab Flexible ABS and Plastic 360 Degree Rotating 2 Modes Water Saving Faucet Sprayer (8 Inches, Silver)",4,5099
225,"3 mm Shank Tungsten Carbide Burr Rotary File Drill Bits Cutter - 10Pieces, Round",3.9,"50,899"
226,Stolenband® Microfiber Feather Duster Bendable & Extendable Fan Cleaning Duster with Up to 100 inches Stainless Steel Expa...,3.8,5069
227,DEWALT DWHT77100-XJ 30M Cordless Laser Distance Measurer with 2xAAA Battery for Distance Area and Volume Measurement with ...,3.9,"50,582"
228,Corslet 2 Pcs CFS-3 Fiber Optic Stripping Pliers 3 Holes Fiber Cable Stripper Fiber Optic Stripper,4,"50,000"
229,Kohler Complementary Shower Arm for Bathroom with Escutcheon - Silver with Chrome Finish - Shower Head Extension Arm - Cor...,4.2,5060
230,"Skypearll 2022 Upgraded Anti Spy RF Detector Bug Detector, Wireless Camera Finder Scanner, GPS Tracker Detector, Find and ...",3.4,"50,999"
231,Zollyss Magic Sticker Series Toilet Paper Holder for Bathroom,4.3,5099
232,ACHRO Open End 12 pcs Long Combination Spanner Set | Wrench Set/Spanner Set Tools Kit/Tools Kit for Home Use and Professio...,3.9,"50,999"
233,"Electronic spices Quickfix Solder Paste Flux brown rosin-rich paste Pack Of 2, (50+50=100gram)",4,5029
234,ARAA PAVA (100 Gm Pack Of 2) Metal Repair Paste Set Permanent Metal Paste for Repair Paste Repair Metal Plastic Wood Glue,3.8,5099
235,Plantex Aluminium 4-Arm Bathroom Swing Hanger Towel Rack/Holder for Bathroom/Towel Stand/Bathroom Accessories(Silver),4.1,"50,699"
236,Swastik Big Hit Wonder Stainless Steel Robe Hook - Pack of 10,4.1,5099
237,Kenbrook Solar MC4 Crimping Tool with MC4 Wrench Spanner (1 + 1 Pair Wrench),4.3,"50,499"
238,Stunamique Handheld Mini Heat Gun Tool for Embossing Resin Art Removing Bubbles 300 Watt,4.3,5099
239,KC Stainless Steel Towel Ring for Bathroom/Wash Basin/Napkin-Towel Hanger/Bathroom Accessories (Chrome-Round) Set of 2,4,5099
240,Zollyss Iron Sink Shelf Organizer Soap Sponge Drain Stand Rack Towel Shelves Holder Cupboard Draining Storage Basket (Whit...,3.8,5099
241,"Smart Saver 36 Inch Under Door Draft Stopper, Sound Proof Reduce Noise,Energy Saving Door Weather Stripping - Pack of 2",3.9,5099
242,"HASTHIP® Hand Shower for Bathroom, High-Pressure Water Saving Shower with 2 Filter Cotton, Hand Shower, 3603. Rotating Wate...",3.1,"50,053"
243,Vaisag house Metal Multicolour Magic Adhesive Sticker for Bathroom Self Corner Shelves - Pack of 6 Pcs (Only Stickers),3.3,5099
244,"Brillar 7 Socket Extension Board with Individual Switches, LED Indicator, Protection Fuse and 3 metre Cable 230 Volts (White)",3.9,5099
245,Secugen Optical Fingerprint Sensor (16.1 x 18.2 Area Size),4.2,"50,075"
246,Hieon RFID Card (Thick) 25 Nos RFID For Time Attendance & Access Control,4.3,5099
247,"OMKRUSH Chair Leg Floor Protectors - 4 Pack Felt Bottom Furniture Silicone Leg Caps, Chair Leg Covers to Reduce Noise, Eas...",2.8,5099
248,6 Inch-100 Zip Ties Cable 3.6mm Thick Adjustable Durable Self locking Black Nylon Cable Straps Nylon Standard Cable Tie,4,5099
249,"SnokTool Pack of 5, 1 pcs. Combination Plier 200mm, 1 pcs Wire Stripper 130mm, 1 pcs LIne Tester, 1 pcs Nose Plier, 1 pcs....",3.7,5099
250,"hyndrix Silicone Door Seal Strips, Soundproof Weather Stripping Windproof Door, Self Adhesive Sealing Sticker for Window G...",3.6,5099
251,Taparia BC-18 Steel Bolt Cutter (Blue and Black),4.3,"50,134"
252,Bizaar Fusion 2 in 1 Angle Valve/Cock Long Bib Tap Brass Quarter Turn Fitting for Bathroom/for Kitchen Use with Hand Showe...,2.7,5099
253,"COATS Coats Stainless Steel Health Faucet with 304 Ultra Flexible Shower Hose Brushed Finish (1 Gun only, Without Hose and...",4.1,"50,499"
254,"ZQRA Drain Pipe Cleaning Spring Stick, Hair Catching Drain Pipe Cleaning Claw Wire, Sink Cleaning Stick Sewer Sink Tub Dre...",3.6,5099
255,"Diniva 24 Pcs Silicone Rubber Chair Leg Floor Protectors Chair Leg Caps Furniture Protector to Prevent Scratches, Reduce N...",2.1,5099
256,Volo Glass Door Lock | Stainless-Steel (Glass to Glass Door Lock) - Silver,4.4,"50,499"
257,earthheven Door Bottom Sealing Strip Guard for Home | Door Stoppers | Door Seal | Door Closers | Sound-Proof Reduce Noise ...,3.7,5099
258,"Kraxta�?Plastic Square Water Drain Outlet Comes with Filter Cup Set , Anti Cockroach Jali for Bathroom Plastic Shower Floo...",5,5099
259,"Taparia Screw Driver Kit 1017, 5 Pieces, Green & Silver",4.3,5035
260,HASTHIP® 2 Pack Glue Remover Machine Glue Remover Tools 2-in-1 Scraper Tool with 10pcs Plastic Blades and 10pcs Metal Blad...,4.5,5039
261,Vont Mop and Broom Holder; Upgraded with Effective Strong Holding 5 Slot Position with 6 Hooks Garage Storage up to 11 Too...,4.6,5099
262,Imaashi Plastic White Heavy Duty Turkey Nozzle Bib Cock Tap for Bathroom Home Kitchen & Garden- Pack of 1,3.9,5000
263,HOKIPO Magic Sticker Series Self Adhesive Kitchen Tissue Paper Towel Holder (AR-2104),4.4,"50,499"
264,Asian Paints TruCare 8-in-1 Pcs Double Open-End Jaw Spanners Wrench Set | Carbon Steel with Rust & Corrosion Resistant Chr...,3.7,5099
265,"Nimbose® Dusting Cloth With Handle For Cleaning Home Office Furniture, With Removable Cotton Dry Cleaning Duster Cloth & H...",3.9,5099
266,"TOTAL HOME Unbreakable Crystal Clear Corner Set Plastic Bathroom Corner Shelves (Pack of 3, Clear)",3.5,5099
267,BEAR GRIPS Scrub pad for Utensils Cleaning in Kitchen Long Lasting Stain Removal Scrubber - Pack of 14,3.5,5080
268,"Volo Antique Zinc Alloy,Glass 180Degrees,Door Viewer Security,Peek Peep Hole for Front Door Home Office for Privacy/Securi...",3.9,5050
269,"DRIXTY Darbar Online 2 PCS Dummy Security Camera, Fake Bullet CCTV Surveillance System with Realistic Look Recording LEDs ...",4,"50,299"
270,"PARASNATH Kohinoor 7 Step Ladder Heavy Duty Folding Alloy Steel Ladder with Wide Steps- 7.4Ft Made in India, Orange",4,"505,000"
271,"Dumbel 903. Viewing Area Security Camera Mount Bracket Stand for Bullet & Box Camera, White (8 inch)",4.3,5099
272,Taparia 1173-12 Adjustable Spanner (Phosphate Finish),4.4,5000
273,"Pepper Spray for Women Safety self Defence Protection of Men, Girls and Elderly with Glass Breaker Cap and Holster 35g, 55...",4.6,5000
274,"Bathoyum ABS Health Faucet with SS-304 Grade 1.25 Meter Flexible Hose Pipe and Wall Hook, Chrome Finish (Design 1)",4,"50,400"
275,Lukzer 530pcs Heat Shrink Tubes Insulated Wire Cable Sleeving Wrap,4,5099
276,Raise 903. Viewing Area Security Camera,4.1,5099
277,Kuber Industries Stainless Steel Toilet Brush with Holder|480|Black,5,5099
278,"Bitnex 2pcs Leaf-Shape Self Draining Soap Dish Holder,Bathroom Shower Soap Holder Dish Storage Plate Tray for Bathroom, Ki...",3.1,5099
279,Scotch-Brite Kitchen Gloves - 1 Piece (Small),3.9,5030
280,KAIWEETS Self Adjusting Wire Stripper - 3 in 1 Heavy Duty Automatic Wire Stripping Tool | 10-24 AWG Wire Cutter for Electr...,4.5,"50,799"
281,"JK Moradiya Rotatable Triangle Mop with Long Handle, Microfiber Flat Floor mop Rotatable Cleaning Brush Glass Wiper Window...",2.9,5099
282,"720 Degree Swivel Sink Faucet Aerator,Big Angle Spray Aerator Dual Function Kitchen Faucet Aerator, Bathroom Faucet Mounte...",4.1,5099
283,ART IFACT of 32 Gauge Heat Resistance Nichrome Wire Heating Coils for Foam Cutting (5 m),3.9,5099
284,HOKIPO® Magic Sticker Series Self Adhesive Stainless Steel Soap Holder for Bathroom Wall - Pack of 1 (Model -AR3171),4.1,5099
285,uptodateproducts Oil Feed Antislip Handle Blade Glass Cutter (Gold and Silver),3.4,5099
286,HOKIPO® Magic Sticker Series Self Adhesive Stainless Steel Soap Holder for Bathroom Wall - Pack of 1 (Model -AR3171),4.1,5099
287,uptodateproducts Oil Feed Antislip Handle Blade Glass Cutter (Gold and Silver),3.4,5099
288,"Dabster Stainless Steel Sink/Wash Basin Drain Strainer Kitchen Heavy-Duty Stainless Steel Sink Strainer, Drain Basin Baske...",3.7,5099
289,Alturas Stainless Steel Flora Long Body Tap for Bathroom and Kitchen -Set of (8),3.1,"50,318"
290,One Beat Cordless Extension Board with Individual Switch-Multi Plug Socket with 3 Sockets - Flex Board with Safety Shutter...,3.8,5099
291,"Happer Premium Foldable Step Plastic and Alloy Steel Ladder, Clamber, 3 Steps (Black & Orange)",4.2,"50,599"
292,"Prestige 1mtr SS Flexible Health Shower Tube Pipe (Wall Mount Installation Type, Silver)",4,5099
293,"Zollyss 4Pcs Bottle Cleaning Nylon Brush Set for mini Spouts (Multicolor, Standard)",3.7,5099
294,"CoolTool Steel Twisted Cup Brush (3 inch), Brass Circle Wire Brush (3 inch) and Drill Attachment (M10) Combo for Removing ...",3.9,5099
295,"Faucet Aerator,10803. Rotating Extender Aerator, Durable Splash Proof Faucet Extender, Two Ways Water Saver Faucet Aerator,...",4.2,5099
296,"ALTON SUS51066, Sink Cock With Swivel Spout, Brushed Nickel",3.4,"50,400"
297,Kairos Multi Utility Hammer Tool Kit,3.8,"50,499"
298,Easyhome Furnish 304 Stainless Steel Stand and Glass Tooth Brush Holder/Tumbler Holder Stand/Toothpaste Holder/Bathroom Ac...,4.1,"50,099"
299,SHREE RAMDOOT INDUSTRIES Wall Mounted Double Layer soap Dish Holder Stainless Steel Wall Hanging Soap Storage Rack for Kit...,3.6,5099
300,Wropzo Super Absorbent PVA House Cleaner Professional Double Roller Office Home Kitchen Floor Cleaning Sponge Mop Cleaner ...,3.7,5099
301,Shiddharth Single Sided Microfiber Cleaning Gloves Home Office Kitchen Hotel Free Size Multi-Purpose Hand Glove Duster Pac...,2.3,5099
302,"Smart Shelter Universal Metal Adjustable Washing Machine Stand/Trolley with Wheels, Front & Top Load, Fridge, Dishwasher S...",4,"50,999"
303,AddySound Mini A8 Hidden Voice Recorder | Audio Bug Device | Spy Voice Recorder Product Microphone | Built-in Rechargeable...,3.5,"50,555"
304,FosCadit Bathroom Rack Bathroom Accessories Shelf Organizer Wall Mounted Shelf Bathroom Hardware And Accessories Storage R...,3.7,5099
305,"Liza Plastic Jumbo Bucket, Tub & Mug Bathroom Set 11 pcs, Heavy Duty, Large Capacity (Brown)",4.2,"50,999"
306,Prime Amaze Multipurpose (20Ft.) Made in India Foldable Aluminium Ladder - (with Scaffolding Plates & Platform) - 5Years W...,4.2,"507,199"
307,SUMNEW DIY Smart Biometric Child Safety Electric Fingerprint Keyless Hidden File Drawer Wardrobe Wooden Furniture Cabinet ...,3.9,"50,500"
308,Mforall Combo of Window Groove Frame Cleaning Brush Mini Dust Cleaner Tool for All Corners Edges and Gaps of Window Frame ...,3.6,5050
309,DALUCI Unbreakable Bathroom Corner Shelf Bathroom Rack Wall Storage Corner Shelf for Bathroom Shelf Corner Rack for Kitche...,3.9,5099
310,SKYTONE 2 in 1 Window Cleaning Tool Squeegee Window Cleaner with Bendable Head for Indoor Outdoor High Windows Cleaning (S...,3.1,5099
311,Kresal Folding Absorbing Squeeze Water Magic Mop / Household Cleaning Sponge Mop Tools / Multi-Surface Hard Floors / Exten...,3.8,"50,199"
312,"Turkish Heavy Duty Drill Stand 400 millimeters with Heavy Cast Iron Base (15 L x 15 W x 40 H), Pastel Green, Yellow",3.8,"50,434"
313,"ALTON GRC3730 Brass 2-in-1 Angle Valve with Wall Flange, Chrome Finish",4.4,"50,560"
314,"HandyTrendy Locking Cash Box with Lock,Money Box with Cash Tray,Lock Safe Box with Key,Money Saving Organizer (Multicolor).",4,"50,199"
315,"SKY HUB Quinch HD Video and Audio Recording Camera with 32 GB Micro SD Card, C Type OTG, Card Reader and Data Charging Cable",2.7,"50,400"
316,Taparia 1409 Long Needle Bent Nose Mini Plier Hand Tools for Professionals (Pack of 1),4.2,5090
317,FLORAGREEN Square PVC End Cap Tip Feet Bush for Chair Table Metal or Steel Furniture Leg Pipe Internal Size 25 mm x 25 mm...,4.2,5099
318,Ozar AMC -4988 Stainless Steel Magnetic Clamp (Multicolor),4,5075
319,"YGM Acoustic Foams® Door Draft Stopper, Under Door Seal for Exterior or Interior Doors, 36''/93 cm, Anti Rust, Weather Str...",3.4,5050
320,"Jagger Turbo Sink Cocke for Kitchen Sink 360 Degree Rotating with Turbo Flex Faucet, Brass Tap with Chrome Finish Full Bra...",3.6,"50,999"
321,Smile N Style Essentials - Pack of 6 Water Softner Filter/Tap Shower Sprinkler head/Direct Ration Kitchen and Bathroom Tap...,3.6,5088
322,"Jack Ratchet Wrench ,Garage Tire Wheel Lug Wrench Auto Labor-Saving Jack Ratchet Wrench Car Jack and Lug Wrench Handle Wre...",5,"50,299"
323,Dorset Furniture Smart Lock [DG 304] | 40 Unique Access Drawer Lock with Finger Print for Home and Office | Suitable for D...,4,"50,125"
324,"Galinpo 4Pcs Door Stopper Wall Protector,Invisibility Silicone Door Stop Door Handle Bumper Reusable Wall Protectors Door ...",4.2,5099
325,"Namaskaram® 360 Rotating Spin Mop Cleaner, Microfiber Mop Head Replacement Refill for Home & Office Floors, Tiles & Wooden...",3.7,5080
326,"Atom Heavy Duty Mortise Door Lock for Bedroom, Living Room, Main Door, Silver Satin Finish | 3 Keys | 6 Lever Double Stage...",4,"50,092"
327,"Jon Bhandari Tools Die Steel Flat Drill Bit Set For Wood (10 mm, 12mm, 16mm, 18mm, 20mm, 25mm)",3.8,5050
328,"Ikea PEPPRIG Scrubbing Brush, Made of Polypropylene Plastic Handle and Polyester Bristles (Set of 2)",4,5049
329,"EKRON Kitchen Bathroom Sponge Soap Water Draining Hanging Plastic Holder Organizer (Standard Size, Random Colour)",3.4,5099
330,"Flipco Headlamp, Best Super Bright Headlamp Light Rechargeable Waterproof Flashlight with Zoomable Work Light, Hard Hat Li...",3.7,"50,999"
331,"Leyden Smart Digital Electronic Programmable Switch Timer 230 Volt AC, 30 A , TM619H-2 4 Pin - 18 Programs - Replaceable B...",4.1,"50,999"
332,Plantex Stainless Steel Corner/Bathroom Shelf/Kitchen Shelf/Wall Mount (8x8 Inches) - Chrome,4.2,"50,645"
333,"IBELL One Power Series Cordless Impact Wrench Brushless BW 20-32 20V 1/2"" 300Nm (Battery & Charger not included)",4,"50,900"
334,SEMITO Self Adhesive Double Layer Stainless Steel Soap Dish with Hook for Bathroom Kitchen Sink and Wash Basin Silver Pack...,4,5099
335,Aster 7 Sockets Universal Multi Plug Extension Board / Power Adapter with 2.5 Meter Heavy Duty Cord (EXOO5),3.9,5099
336,"HIC HAMARA INDIA CLEAN Stainless Steel Scrub Scratch Proof Kitchen Utensil Dish wash, Steel Scrubber Pad ( Standard , Pack...",4.1,5040
337,Homdum Square Hole Drill Bit Attachment Bench drill to DIY Tenoning Machine Tenon tool Bracket Square drill Mortise Chisel...,3.2,"50,199"
338,WADERS Automatic School Bell Management System (Black),4,"50,000"
339,SPAZIO Stainless Steel Brass Disc Jazz Long Body Bib Cock Tap with Wall Flange for Bathroom& Kitchen (Standard; Silver) - ...,3.1,"50,599"
340,"iBELL Sanding Disc 180mm (7"") with 8 Holes for Dust Vacuum 180 Grit - 10Pcs Pack",4.2,5000
341,Taparia HSS 1218 Steel TPI Hacksaw Blade (Orange),4.1,503
342,zoomenzo Plastic Kitchen Hanging Shelf Storage Rack Self Adhesive Rectangular Box Waterproof Kitchen Bathroom Shelves and ...,2.8,5099
343,Plantex Stainless Steel 304 Grade Shelf for Bathroom/Kitchen Rack - Bathroom Accessories - (15X5 Inches-Chrome Finish),4,"50,049"
344,GOSFRID with GF LOGO Nylon Cut Resistance and Anti Abrasion Safety Working Protective Hand Gloves (Grey),3.8,5099
345,"Tata Power EZ Home Wifi Smart Switch 16A 1 Channel, Modular Home Automation Product, Track Power Usage",4,"50,999"
346,"Sirius&Co High Speed Steel Countersink Drill Bit Set Power Tools Accessories with Hex Key for Plastic, Woodworking Tool (5...",3.2,5099
347,Mosuch Broom and Dustpan Set Extendable Long Handle Brooms Upright Standing Combo,4,"50,599"
348,Plantex Heavy Duty Door Lock - Main Door Lock Set with 3 Keys/Mortise Door Lock for Home/Office/Hotel (8081 - Chrome & Matt),3.9,"50,399"
349,Horoly 1pc New Plastic Automatic Disposable Paper Cups Dispenser Water Cup Storage Holder Cups Tracking Device - Sticker o...,3.5,5099
350,iotaSQZ207 Double Color Wrapping Scraper Squeegee Tool for Car Vehicle Window Film,3.8,5000
351,Blackt Electrotech BT41AG 230 Volt DIN Rail Mounted Analog Timer Switch Dial Type,4.2,"50,000"
352,SPECULO Microfiber Feather Duster Bendable & Extendable Fan Cleaning Duster with 100 inches Expandable Pole Handle Washabl...,4.4,5099
353,Myeong Floor Cleaning Squeeze Mop with Adjustable Telescopic Handle Squeegee Absorber Sponge Cleaner Pocha for Home Kitche...,3.8,
354,"CAREXO 240 Volts 8 + 1 Mini Power Strip Extension Cord/Board with 1 Switch, Indicator, Safety Fuse & 8 International socke...",4,5099
355,GETANYWAY Reusable Tile Leveling System 50 PCS Kit With Special Wrench 1 PCS 100% REUSABLE Tile Leveling System For Tiles/...,4.2,"50,999"
356,Lukzer 3 PCs Stainless Steel Mesh Sink Filter Wash Basin Drain Strainer Waste Food Blockages Cleaning Tool for Kitchen and...,3.4,5099
357,GALA Microfiber Duster Flexible (Pack of 02) Blue,3.9,5099
358,Jagger MARK Full Brass 2 in one tap Two Way tap for Bathroom 2 in 1 tap for Washing Machine 2 in 1 tap for Bathroom Health...,4,"50,999"
359,"JEXE Web COB Broom [5 ft, Pack of 1] Broom with Long Stainless Steel Rod and Extendable Cobweb Cleaner Stick Handle Brush ...",3.7,5099
360,"YAGVIZ Toilet Brush Cleaning Brush & Holder Set -Creative Duck Holder,For Bathroom Storage& Organization,Deep-Cleaning Toi...",3.3,"50,999"
361,Buff King Plastic Cleaning Drill Brush - 5.25 Inches (Black Hard Bristles),3.7,5090
362,"ROYALFAM Door Bottom Sealing Strip - 39-inch Door Seals for Bottom of Door, Gap Sealer Door Bottom Sealing Strip Guard for...",5,5099
363,"GAIYERA Pack of 1 Stainless Steel SC-Premium Dual Edge -8 PIN Cloth Hanger Bathroom Wall Door Hooks, Silver Section",4,5050
364,"H9 1/4-Inch Hex Shank to Square Head Drive 1/4"" 3/8"" 1/2"" Insert for power Drill to Quick Change Hex Nut Driver Wrench Soc...",4.3,5099
365,"CLEMATIS Flexible Kitchen Tap Head | Movable Sink Faucet, 3603. Rotatable ABS Sprayer, Removable, Anti-Splash, Adjustable F...",5,5099
366,JOVIAL 1131 Single Door Aldrop/Fancy Aldrop/Door Aldrop/Aldrop for Door/Door Fittings Kit/Door Accessories/Door Kit (10 In...,4.2,5099
367,"Ingco Mini Bolt Cutter, Small Bolt Cutter, Heavy Duty Wire Cable Cutter, Bolt Cutters Perfect for Cutting Wires, Bolts, Ca...",3.9,5045
368,"Edylinn Magic Drying Towel Reusable Water Absorbent Multipurpose Cleaning Cloth for Kitchen, Glass Windows (Magic, 3)",1,5099
369,Autumn Unbreakable Bath Accessories Unbreakable Corner Bathroom Shelf | Racks and Holders of Unbreakable Acrylic Material ...,4.2,5099
370,"U-S-F BATH ACCESSORIES Stainless Steel Napkin Ring/ Towel Hanger/ Napkin Holder, Wall Mounted for Kitchen, Wash Area, Bath...",4.2,"50,348"
371,Ardith Multifunctional Screen Brush 2 in 1 Mesh Cleaning Brush & Wiper with Extended Handle Window Cleaning Brush Window N...,4,5099
372,GSK Cut® 6 pcs Round Blade Screwdriver set Industrial Premium Pro-Grade Screwdriver Set with Custom Ergonomic Handle Desig...,4.3,5099
373,4-YOU Stainless Steel Heavy Non Soft Close Slide On Concealed Hinges for Full Overlay Door 0 Degree Crank Suitable for Cab...,3.9,5023
374,"Inrali Speed Square Layout Tool,Double Side Scale Aluminium Alloy Metric Inch Triangle Measurement in 90 Degree Triangle R...",4,5099
375,TNT THE NEXT TREND Unbreakable Plastic Bathroom Sdx Corner Cabinet 3 Tire With 3 Doors Wall Mounted Multipurpose Storage S...,3.8,"50,799"
376,Gnexin®Metal Hidden Secret Book Safe Security Dictionary Jewelry Locker Vault Box,4.5,"50,099"
377,"ALOUD CREATIONS Replacement Mop Head (Refill only), Heavy Quality (125gm), Pack of 2",3.8,"50,000"
378,Godrej Security Solution seethru VDP RE7 Lite White Video Door Phone with Free Installation,3.8,"502,999"
379,Petals Set of 2 SS Sink Drainer Protector Jali - Medium and Big Sinks Jali,4.3,5099
380,"Kitchen tap Shower Sprinkler, 360 Degree Rotation Adjustable, Saving Water Faucet/tap, Home Cube, Kitchen tap Extension, F...",4.6,5000
381,Credly Kitchen Triangle Sink Filter Corner Sink Drain Strainer Basket Multi Functional Drain Shelf Sink Storage Holder (Pa...,3.4,5099
382,DOZERA Cabinet Door Kitchen Towel Bar Towel BAR/Kitchen Hook Drawer Storage Adjustable Over Cabinet Stainless Steel Towel ...,3.9,5099
383,"Gizga Essentials Cable Organiser, Cord Management System for PC, TV, Home Theater, Speaker & Cables, Reusable Cable Organi...",4.4,5099
384,HOMACE Glam Mirror Cabinet Plastic Bathroom Mirror Cabinet Strong and Heavy 5 Shelves with Lock (White),4.5,"50,999"
385,"Rpi shop - 10 Pairs Self-Stripping T-Tap Electrical Connectors, Wire Connector Scotch Lock T Quick Splice Connector with N...",4.6,5078.6
386,Plantex Bathroom Accessories- Stainless Steel 6pcs Bathroom Organizer Set- Folding Towel Rack/Towel Rod/Soap Holder/Tumble...,4.1,"50,699"
387,"4 Pack Washable Microfiber Spray Mop Replacement Heads for Wet Dry Mops, Microfiber Mop Pads for Cleaning Hardwood Tile Pa...",4.5,5099
388,Minsales Tools And Hardware Techno AIR Blowing Gun Compressor Duster Car Blower Cleaning Tool,3.4,5099
389,Kabeer Art Heavy Duty 6 Pcs Wood Carving Chisel Set For Home & Professional Use,3.4,5050
390,"Imagine Technologies 230 Volt AC Auto Day Night ON and OFF Photocell, LDR Sensor Water Proof Lighting Switch",3.9,"50,050"
391,Bath Guru Soap Dispenser for Bathroom Wall Mounted ABS Plastic 350 ML- ( Black & Chrome ),4.3,5099
392,"Jaquar Premium Metal Wall Bracket for Hand Shower, Chrome, Medium, 3",4,5050
393,"Microtek 3-Pin Universal Multi Plug Adaptor (6A, 240V~), White & Black",4.4,5090
394,"ALTON SS-304 Grade Stainless Steel Metal Silicone Polished Finish Overhead Shower (Silver, 6 inch)",4.4,"50,000"
395,Inditrust 1400W 11000 RPM Powerful Cutting Machine For Wood/Marble/Granite/Metal With 3 wheels Handheld Tile Cutter,3.6,"50,000"
396,Marcoware ABS Flow Adjustable Health Faucet Set for Bathroom/Jet Spray for Toilet Shower Faucet with Ultra Flexible Hose &...,4,"50,800"
397,"Primeway Extremely Absorbent Polyester Microfibre Mop Head Refill (Dia: 38 cm, 130 g, Blue/White) -Pack of 2",4.1,5090
398,Microfiber Flat Mop Floor Cleaning Microfiber Flat Dry and Wet Mop 3603. with Self Wringing Hands Free no Bucket Mob Flat S...,3,"50,499"
399,DOCOSS 25 In 1 Precision Screwdriver Set Laptop Mobile Screwdriver Kit Magnetic with S2 Steel Bits Screw Driver Set for Mo...,4.3,"50,995"
400,VAIDUE 46 in 1 Pcs Combination Wrench Set/Socket Car & Bike Repairing Hand Tool Long Handle Kit 46pcs Combo Tools Repair ...,4.1,"50,299"
401,"Kuber Industries Microfiber Washable Hand Duster|Stainless Steel Detachable Handle with Cleaning Brush for Car, House Clea...",4,5099
402,"Inditrust PH2 Bits Screwdriver Plus and Minus Bit, Shape +/- (10 BITS)",3.8,5000
403,"Kohler Metal Complementary 4"" (10.16 cm) Wall-Mount Shower Head, with Shower Arm and Escutcheon, in Vibrant Brushed Finis...",4.2,"50,525"
404,SKY HUB HD 1.3MP Wireless IP Network CCTV Camera WiFi P2P Security Surveillance Camera Night Vision IR Baby Monitor Motion...,3.8,"50,770"
405,Ruhe® Check Square Flat Cut Floor Drain | Premium Stainless Steel | 5 x 5 inches | Pack of 1,4.1,5087
406,"Spotzero By Milton Microfiber Wheely Spin Mop, Neon Blue",4.1,"50,599"
407,AC 100-240V Drilling Polishing Machine Wood Playing Electric Mini Grinding Pen (Red),2.9,"50,299"
408,Water Bottle Pump 5 Gallon Electric Drinking Water Pump Portable Water Dispenser USB Charging Water Bottle Pump Water Bott...,4.2,"50,299"
409,HYCO Drill Machine Set | Electrical Power Tool Kit for Multipurpose Use | Drill for Wall Wood Metal Sheets (10MM 400W),4.5,"50,000"
410,CHESTON 46-in-1 Socket Set Multi Purpose Tool Kit w/Wrench & Precision Sockets - Durable & Convenient in Carrying Tool Case,3.1,"50,499"
411,Alligator Turbo Stainless Steel 304 Tall Body Pillar Cock Tap Single Lever for Wash Basin/Kitchen Sink Black Matt Finish (...,Get,"50,299"
412,"QNEEK 2022 Magnetic Door Catch, 2 Pack Ultra Thin Cabinet Magnetic Catch with Strong Adhesive Sticker & Screws, Slim Drawe...",4.8,5099
413,"GIZMO Bench vice, Steel Bench Vise, Germany Base Professional Bench Vice Steel Iron, Heavy Duty Swivel Base, red (6 Inch -...",4.1,"50,500"
414,"Anchor by Panasonic Polycarbonate Modular AC Box with 20Amps Single Pole MCB, enclosure and Heavy Duty ISI Plug Top (White)",4.4,5049
